Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
213;21100856637;"International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)";conference and proceedings;"2407439X";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,176;-;17;139;272;3002;240;263;0,82;21,60;38,51;0;34;Indonesia;Asiatic Region;"Institute of Electrical and Electronics Engineers Inc.";"2014-2024";"Computer Science (miscellaneous); Electrical and Electronic Engineering; Information Systems";"Computer Science; Engineering"
214;21101183610;"International Conference on Pattern Recognition Applications and Methods";conference and proceedings;"21844313";"Science and Technology Publications, Lda";No;No;0,175;-;6;114;276;2899;155;273;0,66;25,43;22,12;0;15;Portugal;Western Europe;"Science and Technology Publications, Lda";"2019-2024";"Artificial Intelligence; Computer Vision and Pattern Recognition";"Computer Science"
215;21101131215;"Eurographics Workshop on Visual Computing for Biomedicine";conference and proceedings;"20705786, 20705778";"Eurographics Association";No;No;0,173;-;6;0;48;0;35;45;0,74;0,00;0,00;0;0;Switzerland;Western Europe;"Eurographics Association";"2020-2023";"Biomedical Engineering; Computer Vision and Pattern Recognition";"Computer Science; Engineering"
216;20600195624;"IEEE International Symposium on Precision Clock Synchronization for Measurement, Control, and Communication, ISPCS";conference and proceedings;"19490313, 19490305";"IEEE Computer Society";No;No;0,173;-;16;17;40;206;22;32;0,55;12,12;9,76;0;2;United States;Northern America;"IEEE Computer Society";"2011, 2013, 2015-2019, 2021-2024";"Computer Networks and Communications; Control and Systems Engineering";"Computer Science; Engineering"
217;21100327720;"Olympiads in Informatics";conference and proceedings;"18227732";"Vilnius University";No;No;0,172;-;15;18;46;180;20;40;0,38;10,00;26,47;0;3;Lithuania;Eastern Europe;"Vilnius University";"2007-2024";"Computer Science Applications; Information Systems; Software";"Computer Science"
218;21100885000;"Proceedings - International Conference on Developments in eSystems Engineering, DeSE";conference and proceedings;"21611343";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,172;-;19;0;355;0;301;350;0,64;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2017-2021, 2023";"Artificial Intelligence; Computer Science Applications; Control and Systems Engineering; Health Informatics";"Computer Science; Engineering; Medicine"
219;21101131205;"Proceedings - International Conference on Knowledge and Systems Engineering, KSE";conference and proceedings;"26944804";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,172;-;6;0;212;0;125;204;0,54;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2021-2023";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Control and Systems Engineering; Information Systems; Software";"Computer Science; Engineering"
220;21100457014;"Proceedings of the IEEE National Aerospace Electronics Conference, NAECON";conference and proceedings;"23792027, 05473578";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,172;-;20;85;135;1651;73;132;0,50;19,42;15,70;0;6;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2016-2019, 2021, 2023-2024";"Computer Networks and Communications; Computer Science Applications; Control and Systems Engineering; Electrical and Electronic Engineering; Industrial and Manufacturing Engineering; Management of Technology and Innovation; Strategy and Management";"Business, Management and Accounting; Computer Science; Engineering"
221;21100197356;"IFIP Wireless Days";conference and proceedings;"2156972X, 21569711";"IEEE Computer Society";No;No;0,170;-;24;0;25;0;12;24;0,00;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"2011-2013, 2015-2016, 2018-2019, 2021";"Computer Networks and Communications; Electrical and Electronic Engineering; Signal Processing";"Computer Science; Engineering"
222;21100198436;"International Conference on Emerging Trends in Engineering and Technology, ICETET";conference and proceedings;"21570485, 21570477";"IEEE Computer Society";No;No;0,170;-;16;0;240;0;376;236;1,57;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"2011-2013, 2016, 2019, 2022-2023";"Computer Science (miscellaneous); Engineering (miscellaneous)";"Computer Science; Engineering"
223;21100293202;"Proceedings of the European Conference on Games-based Learning";conference and proceedings;"20490992";"Dechema e.V.";No;No;0,170;-;19;143;319;3685;205;313;0,72;25,77;51,93;0;66;Germany;Western Europe;"Dechema e.V.";"2005-2006, 2008-2009, 2011-2012, 2014-2016, 2018-2024";"Artificial Intelligence; Computer Graphics and Computer-Aided Design; Computer Networks and Communications; Control and Systems Engineering; Education; E-learning; Human-Computer Interaction; Software";"Computer Science; Engineering; Social Sciences"
224;21101132429;"Proceedings of the International Multi-Conference on Society, Cybernetics and Informatics, IMSCI";conference and proceedings;"2831722X";"International Institute of Informatics and Cybernetics";No;No;0,168;-;2;24;58;744;17;52;0,29;31,00;66,00;0;11;United States;Northern America;"International Institute of Informatics and Cybernetics";"2022-2024";"Artificial Intelligence; Information Systems";"Computer Science"
225;21100218356;"CEUR Workshop Proceedings";conference and proceedings;"16130073";"CEUR-WS";Yes;No;0,166;-;69;5322;17012;119275;6637;15557;0,40;22,41;33,20;0;962;Germany;Western Europe;"CEUR-WS";"1989, 1994-1995, 1998, 2000-2025";"Computer Science (miscellaneous)";"Computer Science"
226;21100236007;"Computing in Cardiology";conference and proceedings;"2325887X, 23258861";"IEEE Computer Society";No;No;0,164;-;68;0;860;0;366;852;0,37;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"2010-2023";"Cardiology and Cardiovascular Medicine; Computer Science (miscellaneous)";"Computer Science; Medicine"
227;120165;"Proceedings of the Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises, WET ICE";conference and proceedings;"15244547";"IEEE Computer Society";No;No;0,164;-;40;26;77;500;42;73;0,32;19,23;30,49;0;7;United States;Northern America;"IEEE Computer Society";"1993, 1995-1996, 1998-2010, 2012-2014, 2020-2021, 2023";"Hardware and Architecture; Software";"Computer Science"
228;21101049060;"Challenges to National Defence in Contemporary Geopolitical Situation";conference and proceedings;"25388959";"General Jonas Zemaitis Military Academy of Lithuania";No;No;0,163;-;5;79;39;1727;32;38;0,82;21,86;27,49;0;20;Lithuania;Eastern Europe;"General Jonas Zemaitis Military Academy of Lithuania";"2018, 2020, 2022, 2024";"Artificial Intelligence; Computer Science Applications; Information Systems and Management; Mechanical Engineering; Political Science and International Relations; Safety Research; Safety, Risk, Reliability and Quality; Sociology and Political Science";"Computer Science; Decision Sciences; Engineering; Social Sciences"
229;20300195064;"International Conference on Transparent Optical Networks";conference and proceedings;"21627339";"IEEE Computer Society";No;No;0,159;-;29;394;299;4775;176;298;0,59;12,12;21,31;0;36;United States;Northern America;"IEEE Computer Society";"1999-2003, 2011-2020, 2023-2024";"Computer Networks and Communications; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials";"Computer Science; Engineering; Materials Science"
230;21101045273;"Proceedings of the Asian Technology Conference in Mathematics";conference and proceedings;"19404204";"Mathematics and Technology, LLC";No;No;0,159;-;4;40;103;690;22;99;0,28;17,25;27,94;0;9;United States;Northern America;"Mathematics and Technology, LLC";"2020-2024";"Applied Mathematics; Computational Mathematics; Computational Theory and Mathematics";"Computer Science; Mathematics"
231;21100255386;"Eurographics Workshop on 3D Object Retrieval, EG 3DOR";conference and proceedings;"19970471, 19970463";"Eurographics Association";No;No;0,158;-;32;0;14;0;8;10;0,20;0,00;0,00;0;0;United States;Northern America;"Eurographics Association";"2008-2023";"Computer Graphics and Computer-Aided Design; Computer Vision and Pattern Recognition; Human-Computer Interaction";"Computer Science"
232;21101131206;"Proceedings - International Conference on Informatics and Computational Sciences";conference and proceedings;"27677087, 27677079";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,158;-;5;98;92;2404;71;83;0,77;24,53;32,28;0;32;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2021-2022, 2024";"Artificial Intelligence; Computer Science Applications; Computer Vision and Pattern Recognition; Information Systems";"Computer Science"
233;21100248890;"Conference on Millimeter-Wave and Terahertz Technologies, MMWaTT";conference and proceedings;"21570965, 21570973";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,157;-;8;0;25;0;28;24;1,12;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2012, 2015-2016, 2018, 2022";"Acoustics and Ultrasonics; Computer Networks and Communications; Electrical and Electronic Engineering; Media Technology";"Computer Science; Engineering; Physics and Astronomy"
234;21101204690;"Eurographics Italian Chapter Proceedings - Smart Tools and Applications in Graphics, STAG";conference and proceedings;"26174855";"Eurographics Association";No;No;0,157;-;4;24;64;715;27;58;0,44;29,79;29,33;0;4;Switzerland;Western Europe;"Eurographics Association";"2021-2024";"Computer Graphics and Computer-Aided Design; Computer Science Applications; Software";"Computer Science"
235;2300147403;"Final Program and Proceedings - IS and T/SID Color Imaging Conference";conference and proceedings;"21692629, 21669635";"Society for Imaging Science and Technology";No;No;0,157;-;45;0;156;0;58;151;0,34;0,00;0,00;0;0;United States;Northern America;"Society for Imaging Science and Technology";"1994-2023";"Atomic and Molecular Physics, and Optics; Computer Vision and Pattern Recognition; Electronic, Optical and Magnetic Materials; Software";"Computer Science; Materials Science; Physics and Astronomy"
236;21100992210;"Proceedings of the International Conference on Electrical Engineering and Informatics";conference and proceedings;"21556830";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,157;-;13;63;244;1184;174;239;0,60;18,79;36,30;0;22;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2019-2024";"Electrical and Electronic Engineering; Information Systems";"Computer Science; Engineering"
237;21100239657;"Proceedings - International Symposium on Parallel Architectures, Algorithms and Programming, PAAP";conference and proceedings;"21683042, 21683034";"IEEE Computer Society";No;No;0,156;-;12;0;98;0;45;94;0,45;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"2012, 2014, 2016, 2018, 2021-2023";"Computational Theory and Mathematics; Hardware and Architecture";"Computer Science"
238;21100400011;"Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE";conference and proceedings;"23259086, 23259000";"Knowledge Systems Institute Graduate School";No;No;0,156;-;20;82;361;1439;166;355;0,50;17,55;36,17;0;4;United States;Northern America;"Knowledge Systems Institute Graduate School";"2013-2023";"Software";"Computer Science"
239;21100298607;"International Conference on Research and Innovation in Information Systems, ICRIIS";conference and proceedings;"23248149, 23248157";"IEEE Computer Society";No;No;0,155;-;20;0;47;0;40;46;0,00;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"2013, 2017, 2019, 2021";"Computer Networks and Communications; Human-Computer Interaction; Information Systems";"Computer Science"
240;21100400012;"Proceedings of International Conference of the Learning Sciences, ICLS";conference and proceedings;"18149316";"International Society of the Learning Sciences (ISLS)";No;No;0,155;-;18;0;1005;0;293;997;0,28;0,00;0,00;0;0;United States;Northern America;"International Society of the Learning Sciences (ISLS)";"2014, 2016, 2018, 2021-2022";"Computer Science (miscellaneous); Education";"Computer Science; Social Sciences"
241;21101107946;"International Conference on Geographical Information Systems Theory, Applications and Management, GISTAM - Proceedings";conference and proceedings;"2184500X";"Science and Technology Publications, Lda";No;No;0,154;-;4;24;81;522;37;76;0,47;21,75;36,14;0;17;Portugal;Western Europe;"Science and Technology Publications, Lda";"2021-2024";"Computer Graphics and Computer-Aided Design; Computer Networks and Communications; Computer Science Applications; Computer Vision and Pattern Recognition; Information Systems; Software";"Computer Science"
242;21101052918;"Proceedings of the International Ship Control Systems Symposium";conference and proceedings;"26318741";"Institute of Marine Engineering, Science and Technology";No;No;0,154;-;4;27;35;534;16;34;0,46;19,78;20,97;0;11;United Kingdom;Western Europe;"Institute of Marine Engineering, Science and Technology";"2018, 2020, 2022, 2024";"Control and Systems Engineering; Electrical and Electronic Engineering; Human-Computer Interaction; Ocean Engineering";"Computer Science; Engineering"
243;21101185266;"ICSBT International Conference on Smart Business Technologies";conference and proceedings;"2184772X";"Science and Technology Publications, Lda";No;No;0,153;-;3;17;44;469;27;42;0,61;27,59;27,27;1;5;Portugal;Western Europe;"Science and Technology Publications, Lda";"2022-2024";"Business, Management and Accounting (miscellaneous); Computer Networks and Communications; Computer Science Applications; Electrical and Electronic Engineering; Information Systems and Management";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
244;20300195012;"Proceedings - RoEduNet IEEE International Conference";conference and proceedings;"20681038";"IEEE Computer Society";No;No;0,153;-;14;34;109;555;58;104;0,58;16,32;24,47;0;11;United States;Northern America;"IEEE Computer Society";"2011, 2013-2014, 2019-2024";"Computer Networks and Communications; Education";"Computer Science; Social Sciences"
245;21101067699;"International Conference on Embedded Wireless Systems and Networks";conference and proceedings;"25622331";"Junction Publishing";No;No;0,152;-;19;77;130;1355;53;127;0,37;17,60;19,70;0;20;Canada;Northern America;"Junction Publishing";"2016-2024";"Computer Networks and Communications; Electrical and Electronic Engineering; Information Systems";"Computer Science; Engineering"
246;18620;"Software Engineering Education Conference, Proceedings";conference and proceedings;"10930175";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,152;-;26;54;41;955;36;38;0,88;17,69;28,79;0;8;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1996-1997, 1999-2008, 2010, 2013, 2015, 2023-2024";"Education; Software";"Computer Science; Social Sciences"
247;10300153337;"Brazilian Symposium of Computer Graphic and Image Processing";conference and proceedings;"15301834";"IEEE Computer Society";No;No;0,151;-;34;56;49;1523;20;46;0,41;27,20;13,29;0;8;United States;Northern America;"IEEE Computer Society";"2000-2006, 2012-2015, 2023-2024";"Computer Graphics and Computer-Aided Design; Engineering (miscellaneous); Signal Processing; Software";"Computer Science; Engineering"
248;21100286322;"European Conference on Information Warfare and Security, ECCWS";conference and proceedings;"20488602, 20488610";"Curran Associates Inc.";No;No;0,151;-;12;0;142;0;81;138;0,57;0,00;0,00;0;0;United States;Northern America;"Curran Associates Inc.";"2013-2020, 2022-2023";"Information Systems; Information Systems and Management; Safety, Risk, Reliability and Quality";"Computer Science; Decision Sciences; Engineering"
249;21100879714;"International Conference on Advanced Robotics and Intelligent Systems, ARIS";conference and proceedings;"25726919, 23743255";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,151;-;9;35;48;540;27;46;0,56;15,43;30,00;0;12;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2017, 2020, 2022-2024";"Artificial Intelligence; Control and Systems Engineering";"Computer Science; Engineering"
250;21101131204;"International Conference on Web Information Systems and Technologies, WEBIST - Proceedings";conference and proceedings;"21843252";"Science and Technology Publications, Lda";No;No;0,151;-;6;52;195;1470;102;190;0,46;28,27;26,49;0;11;Portugal;Western Europe;"Science and Technology Publications, Lda";"2021-2024";"Computer Networks and Communications; Information Systems";"Computer Science"
251;88865;"IEEE AFRICON Conference";conference and proceedings;"21530033, 21530025";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,150;-;28;0;326;0;215;323;0,61;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1992, 1996, 1999, 2002, 2004, 2007, 2009, 2011, 2013, 2015, 2019, 2021, 2023";"Computer Science Applications; Electrical and Electronic Engineering";"Computer Science; Engineering"
252;21100269617;"International Conference on Space Science and Communication, IconSpace";conference and proceedings;"21654301, 2165431X";"IEEE Computer Society";No;No;0,150;-;12;0;62;0;27;58;0,00;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"2013, 2015, 2019, 2021";"Aerospace Engineering; Communication; Computer Networks and Communications; Electrical and Electronic Engineering";"Computer Science; Engineering; Social Sciences"
253;21100982280;"International Workshop on System Level Interconnect Prediction, SLIP";conference and proceedings;"15445631";"Association for Computing Machinery";No;No;0,150;-;11;0;16;0;10;14;0,50;0,00;0,00;0;0;United States;Northern America;"Association for Computing Machinery";"2004-2006, 2015, 2017, 2020-2022";"Applied Mathematics; Computer Science Applications; Electrical and Electronic Engineering; Hardware and Architecture";"Computer Science; Engineering; Mathematics"
254;21101172912;"Proceedings of the International Conference on Virtual Learning";conference and proceedings;"18448933, 29719291";"National Institute for R and D in Informatics";No;No;0,150;-;5;34;78;582;20;75;0,34;17,12;57,81;0;12;Romania;Eastern Europe;"National Institute for R and D in Informatics";"2019-2023";"Artificial Intelligence; Computer Science Applications; Computer Vision and Pattern Recognition; Human-Computer Interaction";"Computer Science"
255;21100202122;"Computer-Supported Collaborative Learning Conference, CSCL";conference and proceedings;"15734552";"International Society of the Learning Sciences (ISLS)";No;No;0,149;-;26;0;293;0;72;287;0,22;0,00;0,00;0;0;United States;Northern America;"International Society of the Learning Sciences (ISLS)";"2007-2008, 2013, 2015, 2017, 2019-2023";"Education; Human-Computer Interaction";"Computer Science; Social Sciences"
256;21100983207;"Proceedings of the IEEE International Conference Image Information Processing";conference and proceedings;"2640074X";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,149;-;15;0;294;0;215;269;0,30;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2019, 2021, 2023";"Computer Graphics and Computer-Aided Design; Computer Vision and Pattern Recognition; Health Informatics; Radiology, Nuclear Medicine and Imaging; Signal Processing";"Computer Science; Medicine"
257;21101185513;"Proceedings of the International Conference on Informatics in Control, Automation and Robotics";conference and proceedings;"21842809";"Science and Technology Publications, Lda";No;No;0,149;-;5;0;222;0;118;218;0,53;0,00;0,00;0;0;Portugal;Western Europe;"Science and Technology Publications, Lda";"2019-2023";"Artificial Intelligence; Signal Processing";"Computer Science"
258;21100219921;"Iberian Conference on Information Systems and Technologies, CISTI";conference and proceedings;"21660735, 21660727";"IEEE Computer Society";No;No;0,148;-;24;0;1172;0;501;1166;0,39;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"2008, 2012-2014, 2016-2023";"Computer Networks and Communications; Information Systems";"Computer Science"
259;21100225801;"Brazilian Symposium on Games and Digital Entertainment, SBGAMES";conference and proceedings;"21596662, 21596654";"IEEE Computer Society";No;No;0,147;-;13;0;47;0;23;41;0,48;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"2011, 2014, 2016-2022";"Artificial Intelligence; Computer Graphics and Computer-Aided Design; Human-Computer Interaction; Software";"Computer Science"
260;21100773213;"Abel Symposia";conference and proceedings;"21932808, 21978549";"Springer Science and Business Media Deutschland GmbH";No;No;0,146;-;12;11;15;354;2;13;0,13;32,18;15,00;0;0;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2013, 2015-2016, 2018, 2020, 2022, 2024";"Computer Networks and Communications; Computer Science Applications; Mathematics (miscellaneous); Signal Processing";"Computer Science; Mathematics"
261;21100228069;"IEEE Symposium on Wireless Technology and Applications, ISWTA";conference and proceedings;"23247843, 23247851";"IEEE Computer Society";No;No;0,146;-;16;52;82;981;62;79;0,73;18,87;33,06;0;18;United States;Northern America;"IEEE Computer Society";"2012-2014, 2021-2024";"Computer Networks and Communications; Computer Science Applications; Signal Processing";"Computer Science"
262;20300195051;"International Conference on Wavelet Analysis and Pattern Recognition";conference and proceedings;"21585709, 21585695";"IEEE Computer Society";No;No;0,146;-;15;28;63;394;23;54;0,30;14,07;29,55;0;5;United States;Northern America;"IEEE Computer Society";"2011-2023";"Computational Theory and Mathematics; Computer Vision and Pattern Recognition";"Computer Science"
263;21101222663;"National Conference with International Participation, TELECOM";conference and proceedings;"28375246, 28375238";"Institute of Electrical and Electronics Engineers";No;No;0,146;-;1;61;1;809;1;1;1,00;13,26;22,12;0;13;United States;Northern America;"Institute of Electrical and Electronics Engineers";"2023-2024";"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems and Management";"Computer Science; Decision Sciences"
264;21101050032;"Proceedings of International Conference on Artificial Life and Robotics";conference and proceedings;"24359157";"ALife Robotics Corporation Ltd";No;No;0,146;-;6;215;556;2270;144;553;0,29;10,56;27,30;0;52;Japan;Asiatic Region;"ALife Robotics Corporation Ltd";"2020-2024";"Artificial Intelligence; Computer Vision and Pattern Recognition; Control and Systems Engineering; Electrical and Electronic Engineering; Hardware and Architecture; Information Systems; Modeling and Simulation";"Computer Science; Engineering; Mathematics"
265;40067;"Proceedings of SPIE - The International Society for Optical Engineering";conference and proceedings;"1996756X, 0277786X";"SPIE";Yes;No;0,146;-;199;21817;48703;319631;13607;47633;0,28;14,65;29,04;0;3875;United States;Northern America;"SPIE";"1963-2025";"Applied Mathematics; Computer Science Applications; Condensed Matter Physics; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Instrumentation";"Computer Science; Engineering; Materials Science; Mathematics; Physics and Astronomy"
266;21101150406;"Wave Electronics and its Application in Information and Telecommunication Systems, WECONF - Conference Proceedings";conference and proceedings;"27693538, 2769352X";"Institute of Electrical and Electronics Engineers";No;No;0,146;-;14;85;339;1500;139;336;0,52;17,65;32,70;0;7;United States;Northern America;"Institute of Electrical and Electronics Engineers";"2018-2024";"Aerospace Engineering; Computer Networks and Communications; Computer Vision and Pattern Recognition; Electrical and Electronic Engineering; Hardware and Architecture; Information Systems; Signal Processing";"Computer Science; Engineering"
267;21101131214;"International Conference on Sport Sciences Research and Technology Support, icSPORTS - Proceedings";conference and proceedings;"21843201";"Science and Technology Publications, Lda";No;No;0,145;-;3;35;71;666;27;66;0,24;19,03;20,83;0;1;Portugal;Western Europe;"Science and Technology Publications, Lda";"2021-2023";"Computer Science Applications; Software";"Computer Science"
268;21101131209;"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management, IC3K - Proceedings";conference and proceedings;"21843228";"Science and Technology Publications, Lda";No;No;0,145;-;6;126;307;3698;136;294;0,43;29,35;28,93;0;19;Portugal;Western Europe;"Science and Technology Publications, Lda";"2021-2024";"Management of Technology and Innovation; Software; Strategy and Management";"Business, Management and Accounting; Computer Science"
269;21101070215;"International Workshop on Visual Analytics";conference and proceedings;"26644487";"Eurographics Association";No;No;0,145;-;12;13;38;346;16;35;0,48;26,62;25,00;0;0;Germany;Western Europe;"Eurographics Association";"2011-2024";"Computer Graphics and Computer-Aided Design; Computer Vision and Pattern Recognition; Signal Processing; Software";"Computer Science"
270;21101136249;"IEEE Conference on Antenna Measurements and Applications, CAMA";conference and proceedings;"26436795, 24741760";"Institute of Electrical and Electronics Engineers";No;No;0,144;-;5;0;466;0;189;461;0,41;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers";"2022-2023";"Computer Networks and Communications; Instrumentation; Radiation";"Computer Science; Physics and Astronomy"
271;21101180312;"International Conference on Operations Research and Enterprise Systems";conference and proceedings;"21844372";"Science and Technology Publications, Lda";No;No;0,143;-;4;45;127;833;50;124;0,60;18,51;33,04;0;11;Portugal;Western Europe;"Science and Technology Publications, Lda";"2019-2024";"Computer Science (miscellaneous); Control and Optimization; Management Science and Operations Research; Theoretical Computer Science";"Computer Science; Decision Sciences; Mathematics"
272;21100228514;"Proceedings - IEEE International Symposium on Rapid System Prototyping, RSP";conference and proceedings;"21505519, 21505500";"IEEE Computer Society";No;No;0,143;-;23;10;33;215;14;30;0,50;21,50;19,23;0;2;United States;Northern America;"IEEE Computer Society";"2012, 2014, 2016-2018, 2021-2023";"Computer Networks and Communications; Control and Systems Engineering; Hardware and Architecture; Signal Processing; Software";"Computer Science; Engineering"
273;21100222906;"Proceedings of the International Conference on Anti-Counterfeiting, Security and Identification, ASID";conference and proceedings;"21635048, 21635056";"IEEE Computer Society";No;No;0,143;-;16;31;119;366;48;113;0,28;11,81;28,57;0;3;United States;Northern America;"IEEE Computer Society";"2012-2013, 2016-2024";"Computer Graphics and Computer-Aided Design; Computer Science Applications; Computer Vision and Pattern Recognition; Software";"Computer Science"
274;21100995124;"IEEE Electrical Design of Advanced Packaging and Systems Symposium";conference and proceedings;"21511225, 21511233";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,142;-;7;0;113;0;56;109;0,44;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2019-2023";"Automotive Engineering; Computer Science (miscellaneous); Control and Systems Engineering; Electrical and Electronic Engineering";"Computer Science; Engineering"
275;144852;"Proceedings - International Conference of the Chilean Computer Science Society, SCCC";conference and proceedings;"15224902";"IEEE Computer Society";No;No;0,142;-;18;51;139;1134;54;133;0,29;22,24;27,01;0;21;United States;Northern America;"IEEE Computer Society";"1999-2003, 2005, 2007-2013, 2016-2024";"Computer Science (miscellaneous); Engineering (miscellaneous)";"Computer Science; Engineering"
276;21101189100;"Proceedings of the International Conference on Simulation and Modeling Methodologies, Technologies and Applications";conference and proceedings;"21842841";"Science and Technology Publications, Lda";No;No;0,142;-;4;52;101;1083;42;98;0,43;20,83;25,16;0;10;Portugal;Western Europe;"Science and Technology Publications, Lda";"2019-2024";"Computational Theory and Mathematics; Computer Science Applications; Modeling and Simulation; Safety, Risk, Reliability and Quality";"Computer Science; Engineering; Mathematics"
277;21101180313;"International Conference on Model-Driven Engineering and Software Development";conference and proceedings;"21844348";"Science and Technology Publications, Lda";No;No;0,141;-;5;41;82;987;38;80;0,70;24,07;23,68;0;6;Portugal;Western Europe;"Science and Technology Publications, Lda";"2019-2022, 2024";"Engineering (miscellaneous); Software";"Computer Science; Engineering"
278;21101132401;"Proceedings of World Multi-Conference on Systemics, Cybernetics and Informatics, WMSCI";conference and proceedings;"27710947";"International Institute of Informatics and Cybernetics";No;No;0,141;-;3;58;166;1342;35;160;0,21;23,14;54,14;0;16;United States;Northern America;"International Institute of Informatics and Cybernetics";"2022-2024";"Artificial Intelligence; Computer Networks and Communications; Information Systems";"Computer Science"
279;21101134686;"Proceedings - International Conference on Education and Technology, ICET";conference and proceedings;"27704807";"Institute of Electrical and Electronics Engineers";No;No;0,140;-;4;41;91;1233;57;89;0,63;30,07;43,59;0;13;United States;Northern America;"Institute of Electrical and Electronics Engineers";"2022-2024";"Computer Networks and Communications; Education; Information Systems and Management; Instrumentation; Management Information Systems; Media Technology";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Physics and Astronomy; Social Sciences"
280;21101207001;"Proceedings - International Conference on Field-Programmable Technology, ICFPT";conference and proceedings;"28370430, 28370449";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,140;-;3;0;53;0;42;51;0,79;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2010, 2023";"Computer Science Applications; Control and Optimization; Hardware and Architecture; Software";"Computer Science; Mathematics"
281;21100229106;"Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)";conference and proceedings;"29447682, 16175468";"Gesellschaft fur Informatik (GI)";No;No;0,139;-;34;476;1537;7742;344;1470;0,24;16,26;26,39;0;99;Germany;Western Europe;"Gesellschaft fur Informatik (GI)";"2001-2024";"Computer Science Applications";"Computer Science"
282;21100199567;"International Conference on ICT and Knowledge Engineering";conference and proceedings;"2157099X, 21570981";"IEEE Computer Society";No;No;0,138;-;21;42;64;746;24;56;0,45;17,76;21,57;0;15;United States;Northern America;"IEEE Computer Society";"2011-2013, 2015-2016, 2018-2024";"Computer Networks and Communications; Computer Science Applications; Information Systems";"Computer Science"
283;21101214488;"Proceedings of the Australasian Language Technology Workshop";conference and proceedings;"18347037";"Australasian Language Technology Association";No;No;0,137;-;8;0;82;0;40;77;0,50;0,00;0,00;0;0;Australia;Pacific Region;"Australasian Language Technology Association";"2019-2023";"Artificial Intelligence";"Computer Science"
284;21101023397;"Proceedings of International Conference on Computational Thinking Education";conference and proceedings;"26645661";"The Education University of Hong Kong";No;No;0,136;-;9;43;93;563;17;88;0,20;13,09;45,16;0;8;Hong Kong;Asiatic Region;"The Education University of Hong Kong";"2017-2024";"Computer Science Applications; Education";"Computer Science; Social Sciences"
